Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.273928,0.537879,1.96358,0.0277734,1.36205,49.0414,,,Column 1,,,Column 1
3,0.254346,0.288528,1.13439,0.116808,0.990586,8.4805,,Mean,20.8218014285714,,Mean,16.118535
5,0.229924,0.284435,1.23708,0.116808,0.923283,7.90431,,Standard Error,6.70292345659728,,Standard Error,5.6508278042801
8,0.177648,0.284831,1.60334,0.0798406,1.10303,13.8154,,Mode,8.4805,,Mode,8.4805
9,0.183322,0.285139,1.5554,0.0798406,1.13797,14.253,,Median,13.8154,,Median,11.14795
10,0.146683,0.274485,1.87128,0.0283804,1.24242,43.7775,,First Quartile ,8.4805,,First Quartile ,8.4805
11,0.19548,0.272316,1.39306,0.116808,0.990586,8.4805,,Third Quartile,29.01525,,Third Quartile,14.1436
,,,,,,,,Variance,314.504280055014,,Variance,191.59112924175
,,,,,,,,Standard Deviation,17.7342685232579,,Standard Deviation,13.8416447448181
,,,,,,,,Kurtosis,-0.727492519598788,,Kurtosis,5.12808242921427
,,,,,,,,Skewness,1.17251119726659,,Skewness,2.22804718709786
,,,,,,,,Range,41.13709,,Range,35.87319
,,,,,,,,Minimum,7.90431,,Minimum,7.90431
,,,,,,,,Maximum,49.0414,,Maximum,43.7775
,,,,,,,,Sum,145.75261,,Sum,96.71121
,,,,,,,,Count,7,,Count,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,1.53687571428571,,Mean,1.46575833333333
,,,,,,,,Standard Error,0.116620937062024,,Standard Error,0.109361170086909
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.5554,,Median,1.47423
,,,,,,,,First Quartile ,1.31507,,First Quartile ,1.276075
,,,,,,,,Third Quartile,1.73731,,Third Quartile,1.591355
,,,,,,,,Variance,0.095203100728572,,Variance,0.071759193136667
,,,,,,,,Standard Deviation,0.30854999712943,,Standard Deviation,0.267879064386649
,,,,,,,,Kurtosis,-1.25910925623441,,Kurtosis,-0.50174497016762
,,,,,,,,Skewness,0.160994399875503,,Skewness,0.332155298543858
,,,,,,,,Range,0.82919,,Range,0.73689
,,,,,,,,Minimum,1.13439,,Minimum,1.13439
,,,,,,,,Maximum,1.96358,,Maximum,1.87128
,,,,,,,,Sum,10.75813,,Sum,8.79455
,,,,,,,,Count,7,,Count,6
