Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.302105,0.650923,2.15462,0.0146719,1.40535,95.7857,,,Column 1,,,Column 1
4,0.363952,0.396093,1.08831,0.0947828,1.24454,13.1305,,Mean,27.8255,,Mean,16.4988
6,0.319591,0.391024,1.22351,0.086024,1.28791,14.9715,,Standard Error,11.5052888650436,,Standard Error,2.38925816297305
10,0.289994,0.347196,1.19725,0.0947828,1.24454,13.1305,,Mode,13.1305,,Mode,13.1305
11,0.0537857,0.315447,5.86489,0.086024,1.24454,14.4674,,Median,14.9715,,Median,14.71945
12,0.0662843,0.308461,4.65362,0.0454748,1.28791,28.3214,,First Quartile ,13.79895,,First Quartile ,13.464725
13,0.229369,0.335319,1.46192,0.086024,1.28791,14.9715,,Third Quartile,21.64645,,Third Quartile,14.9715
,,,,,,,,Variance,926.601703076667,,Variance,34.251327416
,,,,,,,,Standard Deviation,30.4401330988658,,Standard Deviation,5.85246336306345
,,,,,,,,Kurtosis,6.29183004521528,,Kurtosis,5.57748880461967
,,,,,,,,Skewness,2.48921851960773,,Skewness,2.33552010233655
,,,,,,,,Range,82.6552,,Range,15.1909
,,,,,,,,Minimum,13.1305,,Minimum,13.1305
,,,,,,,,Maximum,95.7857,,Maximum,28.3214
,,,,,,,,Sum,194.7785,,Sum,98.9928
,,,,,,,,Count,7,,Count,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,2.52058857142857,,Mean,2.58158333333333
,,,,,,,,Standard Error,0.731501179263537,,Standard Error,0.862509744871197
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.46192,,Median,1.342715
,,,,,,,,First Quartile ,1.21038,,First Quartile ,1.203815
,,,,,,,,Third Quartile,3.40412,,Third Quartile,3.855695
,,,,,,,,Variance,3.74565782684762,,Variance,4.46353835998667
,,,,,,,,Standard Deviation,1.9353702040818,,Standard Deviation,2.11270877311253
,,,,,,,,Kurtosis,-0.17217349326521,,Kurtosis,-1.04083921803568
,,,,,,,,Skewness,1.23712936798717,,Skewness,1.09433554001944
,,,,,,,,Range,4.77658,,Range,4.77658
,,,,,,,,Minimum,1.08831,,Minimum,1.08831
,,,,,,,,Maximum,5.86489,,Maximum,5.86489
,,,,,,,,Sum,17.64412,,Sum,15.4895
,,,,,,,,Count,7,,Count,6
