Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.233368,0.652804,2.79732,0.0109981,1.28347,116.699,,,Column 1,,,Column 1
3,0.289601,0.323744,1.11789,0.142243,0.467746,3.28837,,Mean,14.2402575,,Mean,4.92582636363636
5,0.256572,0.302998,1.18095,0.142243,0.467746,3.28837,,Standard Error,9.37118286035142,,Standard Error,1.12806425778876
7,0.295332,0.298744,1.01155,0.223096,0.467746,2.09661,,Mode,2.09661,,Mode,2.09661
8,0.243304,0.297413,1.22239,0.223096,0.467746,2.09661,,Median,3.967335,,Median,3.28837
12,0.257598,0.279874,1.08648,0.142243,0.467746,3.28837,,First Quartile ,2.99043,,First Quartile ,2.69249
14,0.204479,0.280281,1.37071,0.132671,0.709994,5.35154,,Third Quartile,6.177005,,Third Quartile,5.060775
16,0.193706,0.274998,1.41967,0.142243,0.678498,4.77001,,Variance,1053.82881842573,,Variance,13.9978186667055
17,0.220326,0.270877,1.22944,0.142243,0.660901,4.6463,,Standard Deviation,32.4627296822946,,Standard Deviation,3.74136588249605
18,0.258658,0.271992,1.05155,0.223096,0.467746,2.09661,,Kurtosis,11.6221236113547,,Kurtosis,4.43636092704744
20,0.11127,0.254008,2.28281,0.082048,0.709994,8.6534,,Skewness,3.39187429292567,,Skewness,2.04989127742761
21,0.18235,0.255177,1.39938,0.082048,1.19855,14.6079,,Range,114.60239,,Range,12.51129
,,,,,,,,Minimum,2.09661,,Minimum,2.09661
,,,,,,,,Maximum,116.699,,Maximum,14.6079
,,,,,,,,Sum,170.88309,,Sum,54.18409
,,,,,,,,Count,12,,Count,11
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,1.430845,,Mean,1.30662
,,,,,,,,Standard Error,0.157645927666554,,Standard Error,0.10632245981832
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.225915,,Median,1.22239
,,,,,,,,First Quartile ,1.1100375,,First Quartile ,1.102185
,,,,,,,,Third Quartile,1.4044525,,Third Quartile,1.385045
,,,,,,,,Variance,0.298226862118182,,Variance,0.12434912008
,,,,,,,,Standard Deviation,0.546101512649601,,Standard Deviation,0.352631706005005
,,,,,,,,Kurtosis,3.22399170149073,,Kurtosis,6.79024405436945
,,,,,,,,Skewness,1.96737202777208,,Skewness,2.42508982735106
,,,,,,,,Range,1.78577,,Range,1.27126
,,,,,,,,Minimum,1.01155,,Minimum,1.01155
,,,,,,,,Maximum,2.79732,,Maximum,2.28281
,,,,,,,,Sum,17.17014,,Sum,14.37282
,,,,,,,,Count,12,,Count,11
