Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.181169,0.458108,2.52862,0.0277734,1.36205,49.0414,,,Distance Ratio Statistics,,,
2,0.244762,0.298947,1.22138,0.129859,0.679815,5.23501,,,,,,
4,0.225179,0.297016,1.31902,0.116808,0.990586,8.4805,,,,All,Without Outliers,Ratio
6,0.207012,0.269777,1.30319,0.402849,0.567826,1.40953,,,Mean,6.71845214285714,5.948944,0.885463477822751
8,0.208314,0.291323,1.39848,0.380356,0.586861,1.54293,,,Standard Error,1.02052944101988,0.682627050332091,0.668895009682322
10,0.213171,0.272916,1.28027,0.402849,0.567826,1.40953,,,Mode,1.40953,1.40953,1
13,0.261192,0.273408,1.04677,0.380356,0.586861,1.54293,,,Median,5.33941,5.23501,0.980447277882762
15,0.260019,0.266074,1.02329,0.402849,0.567826,1.40953,,,First Quartile ,1.54293,1.54293,1
17,0.241015,0.269974,1.12015,0.129859,0.70693,5.44381,,,Third Quartile,8.4805,8.192405,0.966028536053299
18,0.251244,0.260628,1.03735,0.402849,0.567826,1.40953,,,Variance,58.3228990393481,25.62888294148,0.439430881585452
21,0.191571,0.26284,1.37202,0.116808,0.918004,7.85912,,,Standard Deviation,7.63694304282467,5.06249769792343,0.662895830116204
25,0.229298,0.254536,1.11007,0.380356,0.586861,1.54293,,,Kurtosis,17.2851051956401,4.91649942366691,0.284435609041421
26,0.228127,0.242224,1.06179,0.380356,0.586861,1.54293,,,Skewness,3.60736874613649,1.86995838826954,0.518371843818927
28,0.181247,0.244818,1.35074,0.116808,0.918004,7.85912,,,Range,47.63187,23.12747,0.485546126994384
30,0.235134,0.24718,1.05123,0.380356,0.586861,1.54293,,,Minimum,1.40953,1.40953,1
33,0.172266,0.249198,1.44659,0.0888899,1.08533,12.2099,,,Maximum,49.0414,24.537,0.500332372240597
35,0.220014,0.248173,1.12799,0.380356,0.586861,1.54293,,,Sum,376.23332,327.19192,0.869651630004488
37,0.168109,0.244925,1.45694,0.116808,0.918004,7.85912,,,Count,56,55,0.982142857142857
39,0.131957,0.244278,1.8512,0.0888899,1.08533,12.2099,,,,,,
40,0.202471,0.243579,1.20303,0.116808,0.990586,8.4805,,,,,,
43,0.198669,0.24525,1.23447,0.129859,0.70693,5.44381,,,,,,
45,0.176936,0.241628,1.36563,0.0888899,1.08533,12.2099,,,,,,
47,0.21428,0.23499,1.09665,0.129859,0.679815,5.23501,,,,,,
48,0.173173,0.23757,1.37187,0.129859,0.70693,5.44381,,,,,,
51,0.181633,0.233744,1.2869,0.129859,0.679815,5.23501,,,,,,
