Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.250823,0.657947,2.62315,0.0109981,1.28347,116.699,,,Column 1,,,Column 1
3,0.30385,0.336517,1.10751,0.142243,0.467746,3.28837,,Mean,19.92067875,,Mean,6.09520428571429
4,0.305305,0.315304,1.03275,0.142243,0.467746,3.28837,,Standard Error,13.8938625084805,,Standard Error,1.58983070039647
9,0.234806,0.284525,1.21175,0.142243,0.678498,4.77001,,Mode,3.28837,,Mode,3.28837
10,0.198446,0.280826,1.41513,0.142243,0.678498,4.77001,,Median,4.77001,,Median,4.77001
11,0.231947,0.280709,1.21023,0.142243,0.467746,3.28837,,First Quartile ,3.28837,,First Quartile ,3.28837
12,0.196039,0.268669,1.37049,0.082048,1.19855,14.6079,,Third Quartile,10.142025,,Third Quartile,6.711705
13,0.11363,0.268326,2.36141,0.082048,0.709994,8.6534,,Variance,1544.31532323647,,Variance,17.6929315914619
,,,,,,,,Standard Deviation,39.2977775864802,,Standard Deviation,4.2062966599447
,,,,,,,,Kurtosis,7.76170312346311,,Kurtosis,2.77907418315993
,,,,,,,,Skewness,2.7748127878619,,Skewness,1.76400194752298
,,,,,,,,Range,113.41063,,Range,11.31953
,,,,,,,,Minimum,3.28837,,Minimum,3.28837
,,,,,,,,Maximum,116.699,,Maximum,14.6079
,,,,,,,,Sum,159.36543,,Sum,42.66643
,,,,,,,,Count,8,,Count,7
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,1.5415525,,Mean,1.38703857142857
,,,,,,,,Standard Error,0.213519891326228,,Standard Error,0.170161452232432
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.29112,,Median,1.21175
,,,,,,,,First Quartile ,1.18455,,First Quartile ,1.15887
,,,,,,,,Third Quartile,1.6517,,Third Quartile,1.39281
,,,,,,,,Variance,0.364725951935714,,Variance,0.202684438780952
,,,,,,,,Standard Deviation,0.603925452299962,,Standard Deviation,0.450204885336613
,,,,,,,,Kurtosis,0.120411674724571,,Kurtosis,5.1093190255954
,,,,,,,,Skewness,1.31756112608327,,Skewness,2.16805671898822
,,,,,,,,Range,1.5904,,Range,1.32866
,,,,,,,,Minimum,1.03275,,Minimum,1.03275
,,,,,,,,Maximum,2.62315,,Maximum,2.36141
,,,,,,,,Sum,12.33242,,Sum,9.70927
,,,,,,,,Count,8,,Count,7
