Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.274169,0.661926,2.4143,0.0109981,1.28347,116.699,,,Column 1,,,Column 1
2,0.23047,0.309501,1.34292,0.142243,0.709994,4.99143,,Mean,25.4810666666667,,Mean,7.23748
6,0.23819,0.2908,1.22087,0.142243,0.660901,4.6463,,Standard Error,18.3198762537079,,Standard Error,2.04551148383234
7,0.284715,0.296896,1.04278,0.142243,0.467746,3.28837,,Mode,#VALUE!,,Mode,#VALUE!
10,0.150265,0.281235,1.87159,0.082048,0.709994,8.6534,,Median,6.822415,,Median,4.99143
11,0.198995,0.281305,1.41363,0.082048,1.19855,14.6079,,First Quartile ,4.7325825,,First Quartile ,4.6463
,,,,,,,,Third Quartile,13.119275,,Third Quartile,8.6534
,,,,,,,,Variance,2013.70719570703,,Variance,20.92058615245
,,,,,,,,Standard Deviation,44.8743489725147,,Standard Deviation,4.57390272660559
,,,,,,,,Kurtosis,5.82269022620058,,Kurtosis,1.33568498768635
,,,,,,,,Skewness,2.40484934032761,,Skewness,1.36251671348825
,,,,,,,,Range,113.41063,,Range,11.31953
,,,,,,,,Minimum,3.28837,,Minimum,3.28837
,,,,,,,,Maximum,116.699,,Maximum,14.6079
,,,,,,,,Sum,152.8864,,Sum,36.1874
,,,,,,,,Count,6,,Count,5
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,1.551015,,Mean,1.378358
,,,,,,,,Standard Error,0.206357781966984,,Standard Error,0.138418357864844
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.378275,,Median,1.34292
,,,,,,,,First Quartile ,1.2513825,,First Quartile ,1.22087
,,,,,,,,Third Quartile,1.7571,,Third Quartile,1.41363
,,,,,,,,Variance,0.25550120507,,Variance,0.09579820897
,,,,,,,,Standard Deviation,0.505471270271615,,Standard Deviation,0.309512857519684
,,,,,,,,Kurtosis,0.685646276815644,,Kurtosis,1.87272939823558
,,,,,,,,Skewness,1.1555308581512,,Skewness,1.10024343616911
,,,,,,,,Range,1.37152,,Range,0.82881
,,,,,,,,Minimum,1.04278,,Minimum,1.04278
,,,,,,,,Maximum,2.4143,,Maximum,1.87159
,,,,,,,,Sum,9.30609,,Sum,6.89179
,,,,,,,,Count,6,,Count,5
