Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.276252,0.551368,1.99589,0.0277734,1.36205,49.0414,,,Column 1,,,Column 1
3,0.182579,0.296936,1.62635,0.0798406,1.13797,14.253,,Mean,20.8020028571429,,Mean,16.0954366666667
5,0.187882,0.29684,1.57993,0.0798406,1.13797,14.253,,Standard Error,6.71819897125948,,Standard Error,5.67233681624582
7,0.257033,0.289726,1.12719,0.116808,0.923283,7.90431,,Mode,7.90431,,Mode,7.90431
9,0.246556,0.286046,1.16017,0.116808,0.923283,7.90431,,Median,14.253,,Median,11.36675
10,0.146869,0.277267,1.88785,0.0283804,1.24242,43.7775,,First Quartile ,8.192405,,First Quartile ,8.0483575
11,0.199841,0.274394,1.37306,0.116808,0.990586,8.4805,,Third Quartile,29.01525,,Third Quartile,14.253
,,,,,,,,Variance,315.939381922024,,Variance,193.052429741627
,,,,,,,,Standard Deviation,17.7746837362026,,Standard Deviation,13.8943308490055
,,,,,,,,Kurtosis,-0.740370910784115,,Kurtosis,5.011823697243
,,,,,,,,Skewness,1.16026579732837,,Skewness,2.19876773743997
,,,,,,,,Range,41.13709,,Range,35.87319
,,,,,,,,Minimum,7.90431,,Minimum,7.90431
,,,,,,,,Maximum,49.0414,,Maximum,43.7775
,,,,,,,,Sum,145.61402,,Sum,96.57262
,,,,,,,,Count,7,,Count,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,1.53577714285714,,Mean,1.45909166666667
,,,,,,,,Standard Error,0.12727109264263,,Standard Error,0.120183926834849
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.57993,,Median,1.476495
,,,,,,,,First Quartile ,1.266615,,First Quartile ,1.2133925
,,,,,,,,Third Quartile,1.7571,,Third Quartile,1.614745
,,,,,,,,Variance,0.113385517157143,,Variance,0.086665057616667
,,,,,,,,Standard Deviation,0.336727660219862,,Standard Deviation,0.294389296029368
,,,,,,,,Kurtosis,-1.45325773154991,,Kurtosis,-1.12737310103245
,,,,,,,,Skewness,0.100030846079069,,Skewness,0.251108180396613
,,,,,,,,Range,0.8687,,Range,0.76066
,,,,,,,,Minimum,1.12719,,Minimum,1.12719
,,,,,,,,Maximum,1.99589,,Maximum,1.88785
,,,,,,,,Sum,10.75044,,Sum,8.75455
,,,,,,,,Count,7,,Count,6
